Date,Timestamp,Open,High,Low,Close,Volume
20190301,00:00:00,1.32639,1.32642,1.32635,1.32636,146.569998860359
20190301,00:01:00,1.32636,1.32636,1.32627,1.32627,79.5700007677078
20190301,00:02:00,1.32627,1.32631,1.32617,1.32617,102.230000257492
20190301,00:03:00,1.32619,1.3262,1.3261,1.32611,161.489999055862
20190301,00:04:00,1.32609,1.32615,1.32595,1.32595,151.439997911453
20190301,00:05:00,1.32596,1.32607,1.32595,1.32605,99.9199992418289
20190301,00:06:00,1.32605,1.32608,1.32596,1.32607,247.890000343323
20190301,00:07:00,1.32607,1.32608,1.32604,1.32606,93.8599988222122
20190301,00:08:00,1.32606,1.32607,1.32604,1.32605,103.539999365807
20190301,00:09:00,1.32605,1.32606,1.32605,1.32606,39.9299991130829
20190301,00:10:00,1.32608,1.3261,1.32594,1.32595,118.529999256134
20190301,00:11:00,1.32595,1.32596,1.32595,1.32596,49.4799997806549
20190301,00:12:00,1.32595,1.32596,1.32592,1.32594,26.6499997377396
20190301,00:13:00,1.32595,1.32595,1.32591,1.32594,49.7199997901917
20190301,00:14:00,1.32595,1.32598,1.32595,1.32596,34.2000000476837
20190301,00:15:00,1.32597,1.32598,1.32594,1.32595,69.7499997615814
20190301,00:16:00,1.32596,1.32597,1.32589,1.32597,28.6500000953674
20190301,00:17:00,1.32597,1.32597,1.32595,1.32596,42.4700000286102
20190301,00:18:00,1.32597,1.32598,1.32594,1.32595,116.379998922348
20190301,00:19:00,1.32596,1.32606,1.32595,1.32596,123.349999785423
20190301,00:20:00,1.32596,1.32606,1.32595,1.32599,86.1300003528595
20190301,00:21:00,1.32599,1.32607,1.32596,1.32598,72.0200001001358
20190301,00:22:00,1.32598,1.32604,1.32597,1.32598,68.4899996519089
20190301,00:23:00,1.32598,1.32604,1.32598,1.32604,50.7199997901917
20190301,00:24:00,1.32603,1.32603,1.32598,1.32599,77.0600001811981
20190301,00:25:00,1.32599,1.32606,1.32598,1.32603,89.7799998521805
20190301,00:26:00,1.32603,1.32603,1.32597,1.32601,68.6100004911423
20190301,00:27:00,1.32601,1.32604,1.32599,1.32599,29.5
20190301,00:28:00,1.32599,1.32601,1.32599,1.32601,10.8700000047684
20190301,00:29:00,1.326,1.32601,1.326,1.32601,5.5
20190301,00:30:00,1.32601,1.32606,1.32597,1.32597,26.2300002574921
20190301,00:31:00,1.32596,1.32596,1.32594,1.32596,21.1500002145767
20190301,00:32:00,1.32596,1.32596,1.32587,1.32589,86.4200000762939
20190301,00:33:00,1.32589,1.3259,1.32588,1.32588,44.7200001478195
20190301,00:34:00,1.32588,1.32589,1.32585,1.32589,81.9699993133545
20190301,00:35:00,1.32589,1.32594,1.32587,1.32588,75.9200000762939
20190301,00:36:00,1.32589,1.32593,1.32587,1.32588,87.1600000858307
20190301,00:37:00,1.32588,1.3259,1.32584,1.32585,52.1199998855591
20190301,00:38:00,1.32585,1.32589,1.32575,1.32577,171.829999566078
20190301,00:39:00,1.32578,1.3258,1.32575,1.32576,58.259999871254
20190301,00:40:00,1.32576,1.32577,1.32572,1.32575,38.9199999570847
20190301,00:41:00,1.32575,1.32581,1.32573,1.32576,76.4300000667572
20190301,00:42:00,1.32579,1.32579,1.32567,1.3257,67.2299998998642
20190301,00:43:00,1.3257,1.32579,1.32568,1.32576,60.1199998855591
20190301,00:44:00,1.32576,1.32581,1.32576,1.32578,50.6199998855591
20190301,00:45:00,1.32578,1.32588,1.32577,1.32587,98.6200009584427
20190301,00:46:00,1.32586,1.32586,1.32576,1.32578,82.3600007295609
20190301,00:47:00,1.32578,1.32578,1.32576,1.32577,30.5099999904633
20190301,00:48:00,1.32577,1.32579,1.32576,1.32579,77.8299999237061
20190301,00:49:00,1.32579,1.32579,1.32576,1.32576,75.4600005149841
20190301,00:50:00,1.32576,1.32589,1.32576,1.32586,136.140000462532
20190301,00:51:00,1.32586,1.32588,1.32576,1.32576,189.930000424385
20190301,00:52:00,1.32577,1.32577,1.32566,1.32571,2790.34997975826
20190301,00:53:00,1.32573,1.32573,1.32554,1.32558,3838.31998991966
20190301,00:54:00,1.32557,1.32573,1.32557,1.32567,238.689999580383
20190301,00:55:00,1.32567,1.32577,1.32567,1.32575,305.750000357628
20190301,00:56:00,1.32576,1.32577,1.32538,1.32547,150.26000058651
20190301,00:57:00,1.32547,1.32548,1.32538,1.32539,69.3500000238419
20190301,00:58:00,1.32539,1.3254,1.32533,1.32533,93.9400000572205
20190301,00:59:00,1.3254,1.32542,1.32535,1.3254,46.75
20190301,01:00:00,1.32539,1.32541,1.32532,1.3254,174.430000662804
20190301,01:01:00,1.32539,1.3254,1.32527,1.3253,89.210000038147
20190301,01:02:00,1.3253,1.32547,1.3253,1.32546,73.0800000429153
20190301,01:03:00,1.32546,1.32547,1.32543,1.32547,111.010000109673
20190301,01:04:00,1.32545,1.32549,1.32545,1.32547,95.5699999332428
20190301,01:05:00,1.32547,1.32549,1.32544,1.32548,122.11999976635
20190301,01:06:00,1.32548,1.32563,1.32547,1.32563,57.1300001144409
20190301,01:07:00,1.32561,1.32571,1.32558,1.32569,101.289999961853
20190301,01:08:00,1.3257,1.32574,1.32567,1.32569,40.1200000047684
20190301,01:09:00,1.32568,1.32571,1.32566,1.3257,40.6300001144409
20190301,01:10:00,1.3257,1.32575,1.32567,1.32568,42.6000000238419
20190301,01:11:00,1.32569,1.32582,1.32567,1.32577,77.9100003242493
20190301,01:12:00,1.32577,1.32579,1.32566,1.32567,47.2500002384186
20190301,01:13:00,1.32566,1.32575,1.32565,1.32566,47.7399996519089
20190301,01:14:00,1.32566,1.32579,1.32566,1.32579,53.8900001049042
20190301,01:15:00,1.32578,1.32601,1.32577,1.32601,67.3800003528595
20190301,01:16:00,1.326,1.32604,1.32588,1.326,124.990000605583
20190301,01:17:00,1.326,1.32602,1.32592,1.32595,87.8700001239777
20190301,01:18:00,1.32598,1.32598,1.32587,1.32594,142.670001268387
20190301,01:19:00,1.32595,1.32613,1.32595,1.32609,138.340000510216
20190301,01:20:00,1.32608,1.32611,1.32597,1.32604,123.820000648499
20190301,01:21:00,1.32604,1.32612,1.326,1.3261,98.3900005817413
20190301,01:22:00,1.32609,1.32611,1.32608,1.32609,73.0400000810623
20190301,01:23:00,1.32609,1.32611,1.32607,1.32607,77
20190301,01:24:00,1.32608,1.32609,1.32605,1.32605,119.160000681877
20190301,01:25:00,1.32606,1.32609,1.32599,1.32603,78.7500005960464
20190301,01:26:00,1.32601,1.32604,1.32596,1.32602,150.929999947548
20190301,01:27:00,1.32603,1.32606,1.32599,1.32603,68.3199998140335
20190301,01:28:00,1.32604,1.32611,1.32597,1.32608,106.85000038147
20190301,01:29:00,1.32609,1.32618,1.32608,1.3261,146.790000319481
20190301,01:30:00,1.32609,1.32615,1.32607,1.3261,145.950000166893
20190301,01:31:00,1.3261,1.32616,1.32607,1.32612,67.0900001525879
20190301,01:32:00,1.32608,1.32613,1.32606,1.32607,108.430000662804
20190301,01:33:00,1.32608,1.32608,1.32597,1.32599,73.6400002241135
20190301,01:34:00,1.32599,1.32607,1.32597,1.32605,110.870000243187
20190301,01:35:00,1.32605,1.32608,1.32605,1.32607,56.6300004720688
20190301,01:36:00,1.32607,1.32611,1.32607,1.32611,38.4200000762939
20190301,01:37:00,1.3261,1.32621,1.3261,1.32621,57.5000003576279
20190301,01:38:00,1.32619,1.3262,1.32607,1.32608,143.539999842644
20190301,01:39:00,1.32607,1.32608,1.32589,1.32607,82.9100003242493
20190301,01:40:00,1.32608,1.32608,1.32607,1.32607,84.75
20190301,01:41:00,1.32607,1.32609,1.32607,1.32607,50.7600002288818
20190301,01:42:00,1.32607,1.32608,1.32607,1.32607,16.1300001144409
20190301,01:43:00,1.32607,1.32609,1.32607,1.32608,31.8200001716614
20190301,01:44:00,1.32608,1.32617,1.32607,1.32617,53.5599999427795
20190301,01:45:00,1.32616,1.32651,1.32607,1.3265,196.950000286102
20190301,01:46:00,1.3265,1.32662,1.32645,1.32657,299.259999871254
20190301,01:47:00,1.32657,1.3266,1.32649,1.32654,160.82000041008
20190301,01:48:00,1.32657,1.32662,1.32638,1.32638,159.80999982357
20190301,01:49:00,1.32639,1.3265,1.32634,1.32639,153.270000457764
20190301,01:50:00,1.32639,1.3265,1.32639,1.32645,97.520000576973
20190301,01:51:00,1.32645,1.32652,1.32639,1.32645,87.6699998378754
20190301,01:52:00,1.32642,1.32649,1.3264,1.32648,109.540000319481
20190301,01:53:00,1.32648,1.3266,1.32648,1.32649,90.0199995040894
20190301,01:54:00,1.32649,1.3265,1.32643,1.32643,92.6399995088577
20190301,01:55:00,1.32643,1.32643,1.32636,1.32638,70.609999537468
20190301,01:56:00,1.32638,1.3264,1.32632,1.32632,69.4200001955032
20190301,01:57:00,1.32632,1.3264,1.32632,1.32637,56.6799997091293
20190301,01:58:00,1.32637,1.32639,1.32636,1.32639,59.7799998521805
20190301,01:59:00,1.32639,1.32639,1.32636,1.32637,73.0699998140335
20190301,02:00:00,1.32637,1.32637,1.32627,1.32628,87.0100003480911
20190301,02:01:00,1.32631,1.32631,1.32625,1.32628,49.4899998903275
20190301,02:02:00,1.32629,1.3263,1.32627,1.32627,28.7399998903275
20190301,02:03:00,1.32628,1.32628,1.32616,1.32616,84.0199996232986
20190301,02:04:00,1.32616,1.3262,1.32614,1.32615,145.57999920845
20190301,02:05:00,1.32615,1.32618,1.32606,1.3261,94.7899992465973
20190301,02:06:00,1.3261,1.3261,1.32605,1.32606,74.2000007629395
20190301,02:07:00,1.32606,1.32608,1.32605,1.32607,50.7300000190735
20190301,02:08:00,1.32607,1.32607,1.32604,1.32606,73.2000002861023
20190301,02:09:00,1.32606,1.32615,1.32605,1.32611,57.0500000715256
20190301,02:10:00,1.32616,1.32626,1.32615,1.32616,100.020000219345
20190301,02:11:00,1.32616,1.32616,1.3261,1.32616,65.9699994325638
